raw_name,canonical_name,entity_type,confidence,resolution_method,timestamp
Zhengchong,Zhengchong,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.576121+00:00
Autotrain Projects,Autotrain Projects,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.576340+00:00
Pytorch,Pytorch,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.576547+00:00
Yiren98,Yiren98,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.576750+00:00
Jadechoghari,Jadechoghari,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.576955+00:00
Trl Lib,Trl Lib,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.577169+00:00
Marcosv,Marcosv,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.577369+00:00
Theeeeelin,Theeeeelin,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.577574+00:00
Theseanlavery,Theseanlavery,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.577780+00:00
Vidore,Vidore,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.577982+00:00
Togethercomputer,Togethercomputer,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.578185+00:00
Scepter Studio,Scepter Studio,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.578401+00:00
Ronvolutional,Ronvolutional,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.578602+00:00
Batuhanyilmaz,Batuhanyilmaz,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.578804+00:00
Xichenhku,Xichenhku,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.579008+00:00
D10G,D10G,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.579211+00:00
Tomofi,Tomofi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.579416+00:00
Gparmar,Gparmar,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.579618+00:00
Conradlocke,Conradlocke,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.579825+00:00
Cin Model,Cin Model,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.580044+00:00
Faceplugin Ltd,Faceplugin,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.580253+00:00
Maxin Cn,Maxin Cn,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.580469+00:00
Agents Mcp Hackathon,Agents Mcp Hackathon,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.580693+00:00
Deepghs,Deepghs,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.580916+00:00
Lmsys,Lmsys,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.581214+00:00
Zjyang,Zjyang,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.581419+00:00
Epfl Vilab,Epfl Vilab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.581631+00:00
Huggingfacejs,Hugging Face,STARTUP,0.88,FUZZY_RATIO_MATCH,2026-08-27T15:08:45.581845+00:00
Unesco,Unesco,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.582046+00:00
Dn6,Dn6,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.582249+00:00
Vectara,Vectara,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.582449+00:00
Skywork,Skywork,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.582650+00:00
Carolineec,Carolineec,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.582856+00:00
Nick088,Nick088,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.583061+00:00
Hedro,Hedro,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.583270+00:00
Loveseries,Loveseries,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.583485+00:00
Manjushri,Manjushri,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.583692+00:00
Librarian Bots,Librarian Bots,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.583911+00:00
Ai4Bharat,Ai4Bharat,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.584122+00:00
Overhead520,Overhead520,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.584329+00:00
Hwchase17,Hwchase17,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.584542+00:00
Bishmoy,Bishmoy,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.584763+00:00
Aiqcamp,Aiqcamp,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.584981+00:00
Eduardzamfir,Eduardzamfir,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.585204+00:00
Alexander00001,Alexander00001,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.585433+00:00
Shootstuff,Shootstuff,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.585648+00:00
Wyysf,Wyysf,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.585871+00:00
Primecai,Primecai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.586098+00:00
Roboflow,Roboflow,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.586309+00:00
Ai Forever,Forever,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.586535+00:00
Mfidabel,Mfidabel,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.586768+00:00
Damo Nlp Sg,Damo Nlp Sg,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.587005+00:00
Latent Consistency,Latent Consistency,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.587220+00:00
Pragnakalp,Pragnakalp,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.587422+00:00
Ikechan8370,Ikechan8370,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.587627+00:00
Jofthomas,Jofthomas,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.587834+00:00
Manavisrani07,Manavisrani07,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.588036+00:00
Philipp Zettl,Philipp Zettl,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.588252+00:00
Realcat,Realcat,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.588456+00:00
Jackismyshephard,Jackismyshephard,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.588667+00:00
Nateraw,Nateraw,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.588891+00:00
Oall,Oall,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.589115+00:00
Xi0V,Xi0V,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.589329+00:00
Xingyang1,Xingyang1,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.589536+00:00
Soul Ailab,Soul Ailab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.589759+00:00
Mcp 1St Birthday,Mcp 1St Birthday,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.589985+00:00
Exbert Project,Exbert Project,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.590199+00:00
Tempofunk,Tempofunk,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.590411+00:00
Iahispano,Iahispano,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.590616+00:00
Moondream,Moondream,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.590824+00:00
Roblox,Roblox,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.591030+00:00
Yasserrmd,Yasserrmd,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.591232+00:00
Phenomenon1981,Phenomenon1981,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.591434+00:00
Bhaskartripathi,Bhaskartripathi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.591641+00:00
Chansung,Chansung,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.591852+00:00
Tomaarsen,Tomaarsen,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.592058+00:00
Tonic,Tonic,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.592260+00:00
Hypercluster,Hypercluster,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.592463+00:00
Ravediamond,Ravediamond,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.592664+00:00
Agentflow,Agentflow,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.592868+00:00
Huggingfacebio,Huggingfacebio,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.593088+00:00
Hshr,Hshr,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.593314+00:00
Hf Vision,Hf Vision,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.593528+00:00
Ai Guru,Guru,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.593732+00:00
Zeyue7,Zeyue7,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.593943+00:00
Autoevaluate,Autoevaluate,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.594154+00:00
Gligen,Gligen,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.594358+00:00
Kakologarchives,Kakologarchives,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.594561+00:00
K9Cli,K9Cli,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.594762+00:00
Xlangai,Xlangai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.594965+00:00
Ayuo,Ayuo,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.595166+00:00
Ipec Community,Ipec Community,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.595379+00:00
Ryanmarten,Ryanmarten,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.595588+00:00
Hf Doc Build,Hf Doc Build,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.595809+00:00
Banned Historical Archives,Banned Historical Archives,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.596374+00:00
M A P,M A P,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.596644+00:00
Genrobot2025,Genrobot2025,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.596868+00:00
Benjy,Benjy,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.597082+00:00
Happyhackingspace,Happyhackingspace,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.597288+00:00
Picbreeder Vlm,Picbreeder Vlm,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.597501+00:00
Drssth,Drssth,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.597703+00:00
Chuhaojie,Chuhaojie,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.597913+00:00
Mvp Lab,Mvp Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.598125+00:00
Chelsea707,Chelsea707,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.598328+00:00
Uwipl,Uwipl,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.598529+00:00
Hennypr,Hennypr,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.598730+00:00
Dagonulca,Dagonulca,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.598947+00:00
Hoshipu,Hoshipu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.599151+00:00
Updatebao,Updatebao,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.599354+00:00
Applied Ai 018,Applied 018,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.599579+00:00
Emmyc2,Emmyc2,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.599806+00:00
Maximilians,Maximilians,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.600031+00:00
Jat Project,Jat Project,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.600250+00:00
Cais,Cais,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.600471+00:00
Kthera,Kthera,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.600724+00:00
World Igr Plum,World Igr Plum,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.601027+00:00
Drakesuper,Drakesuper,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.601292+00:00
Nyu Mll,Nyu Mll,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.601527+00:00
Siril Spcc,Siril Spcc,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.601768+00:00
Anon8231489123,Anon8231489123,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.602002+00:00
Presentbench,Presentbench,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.602222+00:00
Tasl Lab,Tasl Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.602449+00:00
Xdof,Xdof,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.602666+00:00
Cadene,Cadene,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.602889+00:00
Fujinchu,Fujinchu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.603108+00:00
Princeton Nlp,Princeton Nlp,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.603336+00:00
Hf Internal Testing,Hf Internal Testing,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.603572+00:00
Quejing,Quejing,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.603786+00:00
Google Research Datasets,Google Research Datasets,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.604031+00:00
Gutoportelaa,Gutoportelaa,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.604253+00:00
Ccoffee20,Ccoffee20,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.604494+00:00
Aquav,Aquav,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.604708+00:00
Rowan,Rowan,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.604917+00:00
Tars Robotics,Tars Robotics,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.605202+00:00
Stanford Vision Lab,Stanford Vision Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.605432+00:00
Mlfoundations,Mlfoundations,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.605638+00:00
Huggingface Course,Huggingface Course,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.605858+00:00
Joeliu996,Joeliu996,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.606064+00:00
Internrobotics,Internrobotics,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.606278+00:00
Shash42,Shash42,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.606488+00:00
Gokuscraper,Gokuscraper,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.606695+00:00
Yyyzzzzyyy,Yyyzzzzyyy,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.606902+00:00
Meihualuomanxueshan,Meihualuomanxueshan,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.607113+00:00
Huggingfacecode,Huggingfacecode,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.607323+00:00
Wikimedia,Wikimedia,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.607529+00:00
Nebius,Nebius,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.607736+00:00
Aieda,Aieda,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.607946+00:00
Jzr99,Jzr99,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.608160+00:00
Uoft Cs,Uoft Cs,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.608388+00:00
Rekaai,Rekaai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.608588+00:00
Inclusionai,Inclusionai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.608791+00:00
Ieasybooks Org,Ieasybooks Org,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.609011+00:00
Ztwhhh,Ztwhhh,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.609217+00:00
Robodojo Benchmark,Robodojo Benchmark,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.609428+00:00
Aps,Aps,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.609629+00:00
Permutans,Permutans,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.609834+00:00
Gfdg34Fsd,Gfdg34Fsd,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.610036+00:00
Simple World Lab,Simple World Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.610262+00:00
Rajpurkar,Rajpurkar,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.610463+00:00
Qyang1021,Qyang1021,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.610665+00:00
Stanfordnlp,Stanfordnlp,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.610868+00:00
Metanova,Metanova,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.611077+00:00
Sii Rhos Ai,Sii Rhos,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.611396+00:00
Sjkhfuk,Sjkhfuk,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.611613+00:00
Builddotai,Builddotai,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.611818+00:00
Gourieff,Gourieff,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.612030+00:00
Zhoujt1994,Zhoujt1994,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.612237+00:00
Stal Ix,Stal Ix,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.612457+00:00
Gorilla Llm,Gorilla Llm,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.612670+00:00
Artur Muratov,Artur Muratov,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.612880+00:00
Symato,Symato,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.613082+00:00
Narsil,Narsil,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.613283+00:00
Rentoddb,Rentoddb,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.613489+00:00
Morteza20,Morteza20,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.613717+00:00
Ibrahimhamamci,Ibrahimhamamci,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.613944+00:00
Scorpionjacketguy,Scorpionjacketguy,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.614173+00:00
Swaystar123,Swaystar123,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.614389+00:00
Longisland3,Longisland3,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.614605+00:00
Jxcai Scale,Jxcai Scale,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.614824+00:00
Baber,Baber,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.615039+00:00
Ilsvrc,Ilsvrc,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.615249+00:00
Nithish2410,Nithish2410,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.615464+00:00
Defeatbeta,Defeatbeta,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.615674+00:00
Jamesqijingsong,Jamesqijingsong,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.615881+00:00
Collapsecdn,Collapsecdn,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.616089+00:00
Ifm,Ifm,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.616297+00:00
Albertvillanova,Albertvillanova,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.616508+00:00
Truthfulqa,Truthfulqa,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.616716+00:00
Idavidrein,Idavidrein,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.616922+00:00
Math Ai,Math,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.617139+00:00
Programbench,Programbench,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.617347+00:00
Chartgalaxy,Chartgalaxy,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.617565+00:00
Nmasi,Nmasi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.617779+00:00
Labelmaker,Labelmaker,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.617987+00:00
Onfdata,Onfdata,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.618198+00:00
Ai Mo,Mo,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.618404+00:00
Liwu,Liwu,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.618613+00:00
Icdn15,Icdn15,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.618822+00:00
Icdn10,Icdn10,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.619043+00:00
Sarulab Speech,Sarulab Speech,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.619263+00:00
Icdn18,Icdn18,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.619488+00:00
Sunblaze Ucb,Sunblaze Ucb,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.619751+00:00
Icdn13,Icdn13,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.619989+00:00
Open Thoughts,Open Thoughts,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.620213+00:00
Icdn12,Icdn12,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.620422+00:00
Livecodebench,Livecodebench,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.620635+00:00
Ai For Good Lab,For Good Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.620864+00:00
Icdn14,Icdn14,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.621077+00:00
Icdn11,Icdn11,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.621288+00:00
Challenge 2026,Challenge 2026,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.621510+00:00
Behavior 1K,Behavior 1K,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.621730+00:00
Badal9263,Badal9263,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.621935+00:00
Espnet,Espnet,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.622147+00:00
Swe Bench,Swe Bench,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.622361+00:00
Khtao,Khtao,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.622572+00:00
Tienmanh93,Tienmanh93,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.622786+00:00
Adyen,Adyen,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.622992+00:00
Legacy Datasets,Legacy Datasets,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.623213+00:00
Locuslab,Locuslab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.623419+00:00
Smol Course,Smol Course,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.623640+00:00
Stair Lab,Stair Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.623855+00:00
Tatsu Lab,Tatsu Lab,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.624075+00:00
Rl Llm Wiki,Rl Llm Wiki,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.624299+00:00
Ceval,Ceval,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.624511+00:00
Yaak Ai,Yaak,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.624720+00:00
Hssd,Hssd,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.624926+00:00
Muteapo,Muteapo,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.625136+00:00
Tau,Tau,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.625342+00:00
Openclimatefix,Openclimatefix,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.625553+00:00
Ropedia Ai,Ropedia,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.625760+00:00
Multitalk,Multitalk,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.625971+00:00
Epfml,Epfml,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.626176+00:00
Abisee,Abisee,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.626386+00:00
Fraunhoferipk,Fraunhoferipk,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.626599+00:00
Feyninc,Feyninc,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.626811+00:00
Mandarjoshi,Mandarjoshi,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.627021+00:00
Roneneldan,Roneneldan,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.627226+00:00
Open R1,Open R1,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.627445+00:00
Thomasthemaker,Thomasthemaker,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.627655+00:00
Aliasfox,Aliasfox,STARTUP,0.85,RULE_BASED_CLEAN,2026-08-27T15:08:45.627864+00:00
